Quarter,Minute,Second,Down,ToGo,YardLine,SeriesFirstDown,Formation,YardLineDirection,PlayType
4,2,36,3,4,56,0,SHOTGUN,OPP,RUSH
4,2,0,4,1,59,1,UNDER CENTER,OPP,RUSH
1,11,44,1,8,92,1,UNDER CENTER,OPP,RUSH
1,7,20,1,10,72,0,NO HUDDLE,OPP,RUSH
2,14,8,1,10,90,0,NO HUDDLE,OPP,RUSH
2,8,23,2,1,66,1,NO HUDDLE,OPP,RUSH
2,7,39,1,10,69,0,SHOTGUN,OPP,RUSH
2,5,44,2,8,88,1,SHOTGUN,OPP,RUSH
2,3,6,1,10,70,1,UNDER CENTER,OPP,RUSH
2,2,31,1,10,87,0,UNDER CENTER,OPP,RUSH
2,2,0,2,2,95,1,UNDER CENTER,OPP,RUSH
3,13,27,1,10,79,0,SHOTGUN,OPP,RUSH
3,12,45,2,1,88,1,SHOTGUN,OPP,RUSH
3,11,58,1,5,95,0,NO HUDDLE,OPP,RUSH
3,8,4,1,1,99,0,UNDER CENTER,OPP,RUSH
3,7,29,2,1,99,0,UNDER CENTER,OPP,RUSH
4,15,0,1,10,66,0,SHOTGUN,OPP,RUSH
4,11,13,1,2,98,0,NO HUDDLE,OPP,RUSH
4,10,30,2,1,99,0,SHOTGUN,OPP,RUSH
4,10,9,3,1,99,1,NO HUDDLE,OPP,RUSH
4,3,36,1,10,67,0,UNDER CENTER,OPP,RUSH
4,2,49,2,9,68,1,UNDER CENTER,OPP,RUSH
1,12,44,3,1,55,1,UNDER CENTER,OPP,RUSH
1,11,58,1,10,77,0,UNDER CENTER,OPP,RUSH
1,11,23,2,4,83,0,UNDER CENTER,OPP,RUSH
1,7,38,2,3,92,1,UNDER CENTER,OPP,RUSH
1,6,57,1,2,98,0,SHOTGUN,OPP,RUSH
1,4,20,1,4,96,0,UNDER CENTER,OPP,RUSH
2,10,17,3,1,98,1,UNDER CENTER,OPP,RUSH
2,9,41,1,1,99,1,UNDER CENTER,OPP,RUSH
3,9,2,1,10,60,0,SHOTGUN,OPP,RUSH
3,8,21,2,1,69,1,UNDER CENTER,OPP,RUSH
3,7,43,1,10,74,0,SHOTGUN,OPP,RUSH
3,6,59,3,1,83,1,UNDER CENTER,OPP,RUSH
4,14,11,1,10,62,0,UNDER CENTER,OPP,RUSH
4,12,38,2,1,89,1,UNDER CENTER,OPP,RUSH
4,11,50,1,10,90,0,SHOTGUN,OPP,RUSH
4,6,52,2,12,68,0,SHOTGUN,OPP,RUSH
4,5,28,1,10,82,0,UNDER CENTER,OPP,RUSH
4,4,51,2,7,85,0,UNDER CENTER,OPP,RUSH
1,12,50,1,10,69,0,SHOTGUN,OPP,RUSH
1,12,4,3,9,70,0,SHOTGUN,OPP,RUSH
1,11,19,4,1,78,1,SHOTGUN,OPP,RUSH
1,7,49,1,10,53,1,SHOTGUN,OPP,RUSH
1,7,11,1,10,66,0,SHOTGUN,OPP,RUSH
1,6,32,2,7,69,1,UNDER CENTER,OPP,RUSH
1,5,12,2,2,86,1,SHOTGUN,OPP,RUSH
1,4,39,1,2,98,1,NO HUDDLE SHOTGUN,OPP,RUSH
1,0,24,2,15,56,0,SHOTGUN,OPP,RUSH
2,6,53,1,10,52,0,SHOTGUN,OPP,RUSH
3,11,47,2,1,65,1,UNDER CENTER,OPP,RUSH
3,11,9,1,10,70,0,SHOTGUN,OPP,RUSH
3,9,9,1,10,87,0,SHOTGUN,OPP,RUSH
3,4,10,1,10,56,0,UNDER CENTER,OPP,RUSH
3,2,42,1,10,66,0,UNDER CENTER,OPP,RUSH
3,2,4,2,8,68,0,UNDER CENTER,OPP,RUSH
3,1,3,1,7,93,0,UNDER CENTER,OPP,RUSH
3,0,10,1,9,91,0,SHOTGUN,OPP,RUSH
1,11,26,1,3,97,1,NO HUDDLE SHOTGUN,OPP,RUSH
1,10,11,1,10,52,0,UNDER CENTER,OPP,RUSH
1,8,11,3,5,57,0,SHOTGUN,OPP,RUSH
1,7,28,4,2,60,1,UNDER CENTER,OPP,RUSH
1,6,41,2,10,70,0,SHOTGUN,OPP,RUSH
2,9,17,1,1,99,0,SHOTGUN,OPP,RUSH
2,8,18,2,4,96,1,SHOTGUN,OPP,RUSH
2,5,14,1,10,62,0,SHOTGUN,OPP,RUSH
2,4,39,2,1,71,1,UNDER CENTER,OPP,RUSH
2,3,29,2,1,82,1,SHOTGUN,OPP,RUSH
2,2,53,1,10,83,0,SHOTGUN,OPP,RUSH
2,2,16,2,4,89,0,SHOTGUN,OPP,RUSH
2,1,56,1,1,99,0,UNDER CENTER,OPP,RUSH
2,1,50,2,1,99,0,UNDER CENTER,OPP,RUSH
2,1,8,3,1,99,1,SHOTGUN,OPP,RUSH
3,14,15,1,10,62,0,SHOTGUN,OPP,RUSH
3,12,0,2,8,76,0,UNDER CENTER,OPP,RUSH
3,10,18,2,6,83,0,SHOTGUN,OPP,RUSH
3,5,48,1,10,55,0,NO HUDDLE SHOTGUN,OPP,RUSH
1,10,26,2,2,71,0,UNDER CENTER,OPP,RUSH
1,9,47,3,1,72,1,UNDER CENTER,OPP,RUSH
1,8,56,2,10,74,0,SHOTGUN,OPP,RUSH
1,7,36,1,10,90,0,SHOTGUN,OPP,RUSH
1,5,24,1,10,51,0,UNDER CENTER,OPP,RUSH
1,4,0,1,10,65,1,UNDER CENTER,OPP,RUSH
1,3,17,1,10,79,0,SHOTGUN,OPP,RUSH
1,2,39,2,2,87,1,UNDER CENTER,OPP,RUSH
1,0,38,1,10,57,0,UNDER CENTER,OPP,RUSH
2,14,22,1,10,67,0,UNDER CENTER,OPP,RUSH
2,12,51,1,10,51,0,UNDER CENTER,OPP,RUSH
2,11,28,3,3,58,0,SHOTGUN,OPP,RUSH
2,6,41,3,2,86,1,SHOTGUN,OPP,RUSH
2,2,21,1,10,53,0,SHOTGUN,OPP,RUSH
3,9,47,2,2,88,0,UNDER CENTER,OPP,RUSH
3,7,56,2,10,65,0,UNDER CENTER,OPP,RUSH
3,5,36,1,10,71,0,SHOTGUN,OPP,RUSH
3,4,54,2,3,78,1,SHOTGUN,OPP,RUSH
3,4,11,1,10,85,1,UNDER CENTER,OPP,RUSH
3,3,42,1,2,98,0,UNDER CENTER,OPP,RUSH
3,3,8,3,1,99,0,UNDER CENTER,OPP,RUSH
3,2,27,4,1,99,1,UNDER CENTER,OPP,RUSH
3,0,45,1,10,55,0,UNDER CENTER,OPP,RUSH
4,15,0,2,2,63,1,UNDER CENTER,OPP,RUSH
4,14,15,1,10,66,0,UNDER CENTER,OPP,RUSH
4,13,32,2,6,70,1,UNDER CENTER,OPP,RUSH
4,12,48,1,10,76,0,UNDER CENTER,OPP,RUSH
4,12,9,2,9,77,0,UNDER CENTER,OPP,RUSH
4,8,52,1,10,73,0,SHOTGUN,OPP,RUSH
4,8,12,2,6,77,0,UNDER CENTER,OPP,RUSH
4,6,13,2,10,64,0,SHOTGUN,OPP,RUSH
4,4,48,4,1,73,1,SHOTGUN,OPP,RUSH
4,3,20,1,10,56,0,UNDER CENTER,OPP,RUSH
4,2,38,2,6,60,1,UNDER CENTER,OPP,RUSH
1,6,43,1,10,61,0,SHOTGUN,OPP,RUSH
1,1,57,2,4,56,0,UNDER CENTER,OPP,RUSH
1,1,14,3,1,59,0,UNDER CENTER,OPP,RUSH
2,7,11,2,6,89,1,UNDER CENTER,OPP,RUSH
2,6,27,1,4,96,0,SHOTGUN,OPP,RUSH
2,2,56,3,1,54,1,UNDER CENTER,OPP,RUSH
2,2,17,1,10,65,0,UNDER CENTER,OPP,RUSH
2,2,0,2,6,69,1,UNDER CENTER,OPP,RUSH
2,1,8,1,15,84,0,SHOTGUN,OPP,RUSH
3,12,7,1,10,75,1,UNDER CENTER,OPP,RUSH
3,11,14,2,10,85,0,UNDER CENTER,OPP,RUSH
4,13,8,2,5,95,0,UNDER CENTER,OPP,RUSH
4,12,18,3,1,99,0,UNDER CENTER,OPP,RUSH
4,5,0,3,1,99,0,SHOTGUN,OPP,RUSH
1,14,9,1,10,59,0,NO HUDDLE,OPP,RUSH
1,12,33,2,7,75,0,NO HUDDLE,OPP,RUSH
1,11,51,3,1,81,1,UNDER CENTER,OPP,RUSH
1,9,33,1,10,54,1,UNDER CENTER,OPP,RUSH
1,4,32,1,10,55,0,SHOTGUN,OPP,RUSH
1,4,6,2,5,60,1,UNDER CENTER,OPP,RUSH
1,2,47,1,10,87,0,NO HUDDLE,OPP,RUSH
1,0,31,1,4,96,0,SHOTGUN,OPP,RUSH
2,15,0,2,2,98,1,SHOTGUN,OPP,RUSH
2,12,6,2,3,83,1,NO HUDDLE SHOTGUN,OPP,RUSH
2,11,20,2,8,92,0,NO HUDDLE SHOTGUN,OPP,RUSH
2,6,31,2,1,52,0,NO HUDDLE SHOTGUN,OPP,RUSH
2,5,31,1,10,55,0,UNDER CENTER,OPP,RUSH
2,4,41,2,10,63,0,UNDER CENTER,OPP,RUSH
2,1,3,2,2,67,0,SHOTGUN,OPP,RUSH
3,13,4,2,10,72,0,UNDER CENTER,OPP,RUSH
3,10,22,1,10,78,1,UNDER CENTER,OPP,RUSH
3,9,38,1,10,90,1,UNDER CENTER,OPP,RUSH
3,8,52,1,10,88,0,SHOTGUN,OPP,RUSH
3,1,47,1,10,71,0,NO HUDDLE,OPP,RUSH
4,11,59,2,4,50,0,UNDER CENTER,OPP,RUSH
4,10,10,1,10,77,0,UNDER CENTER,OPP,RUSH
4,6,12,1,10,50,0,NO HUDDLE SHOTGUN,OPP,RUSH
4,3,2,1,10,54,0,UNDER CENTER,OPP,RUSH
1,2,27,1,10,65,0,UNDER CENTER,OPP,RUSH
1,1,7,1,8,92,0,UNDER CENTER,OPP,RUSH
1,0,2,3,2,98,1,UNDER CENTER,OPP,RUSH
2,8,36,2,4,52,1,UNDER CENTER,OPP,RUSH
2,7,19,1,4,96,0,UNDER CENTER,OPP,RUSH
2,6,36,2,2,98,0,UNDER CENTER,OPP,RUSH
2,5,57,3,1,99,1,UNDER CENTER,OPP,RUSH
2,4,39,2,6,51,0,UNDER CENTER,OPP,RUSH
2,2,13,2,4,86,0,NO HUDDLE SHOTGUN,OPP,RUSH
2,2,0,3,2,88,1,UNDER CENTER,OPP,RUSH
3,12,51,1,10,54,0,NO HUDDLE SHOTGUN,OPP,RUSH
3,9,51,1,10,74,0,UNDER CENTER,OPP,RUSH
3,8,40,1,10,87,0,SHOTGUN,OPP,RUSH
3,3,1,1,10,59,0,UNDER CENTER,OPP,RUSH
3,2,21,2,10,59,0,UNDER CENTER,OPP,RUSH
4,12,4,1,10,50,0,UNDER CENTER,OPP,RUSH
4,6,8,2,5,58,0,UNDER CENTER,OPP,RUSH
4,5,29,3,2,61,1,SHOTGUN,OPP,RUSH
4,4,52,1,10,64,0,UNDER CENTER,OPP,RUSH
4,3,14,1,10,60,0,SHOTGUN,OPP,RUSH
4,1,55,2,10,56,0,SHOTGUN,OPP,RUSH
1,10,28,1,5,76,0,UNDER CENTER,OPP,RUSH
1,9,44,3,1,80,1,UNDER CENTER,OPP,RUSH
1,8,53,2,10,84,0,UNDER CENTER,OPP,RUSH
1,8,0,1,10,62,0,SHOTGUN,OPP,RUSH
1,5,39,1,10,84,0,SHOTGUN,OPP,RUSH
2,15,0,1,10,55,1,SHOTGUN,OPP,RUSH
2,14,0,2,1,82,0,NO HUDDLE,OPP,RUSH
2,9,1,1,10,57,0,UNDER CENTER,OPP,RUSH
3,12,46,1,10,50,1,UNDER CENTER,OPP,RUSH
3,12,9,1,10,61,0,UNDER CENTER,OPP,RUSH
3,9,22,1,10,85,0,UNDER CENTER,OPP,RUSH
3,8,32,1,6,94,0,UNDER CENTER,OPP,RUSH
3,7,50,2,1,99,1,UNDER CENTER,OPP,RUSH
3,3,58,1,10,53,0,SHOTGUN,OPP,RUSH
4,12,12,1,10,69,0,SHOTGUN,OPP,RUSH
4,10,24,1,3,97,1,UNDER CENTER,OPP,RUSH
4,2,38,2,12,58,0,UNDER CENTER,OPP,RUSH
4,2,32,3,11,59,0,UNDER CENTER,OPP,RUSH
1,14,20,1,10,72,1,UNDER CENTER,OPP,RUSH
1,6,39,1,10,62,0,UNDER CENTER,OPP,RUSH
1,4,36,1,10,75,0,SHOTGUN,OPP,RUSH
1,3,54,2,2,83,1,UNDER CENTER,OPP,RUSH
1,3,6,2,10,86,0,SHOTGUN,OPP,RUSH
1,0,37,1,10,60,0,UNDER CENTER,OPP,RUSH
2,14,11,4,1,69,0,UNDER CENTER,OPP,RUSH
2,10,41,2,2,55,1,UNDER CENTER,OPP,RUSH
2,10,3,1,10,60,0,SHOTGUN,OPP,RUSH
2,9,28,2,4,66,1,UNDER CENTER,OPP,RUSH
2,5,40,3,1,50,0,UNDER CENTER,OPP,RUSH
2,5,5,4,1,50,1,UNDER CENTER,OPP,RUSH
2,4,33,1,10,63,0,UNDER CENTER,OPP,RUSH
2,3,15,2,5,51,1,UNDER CENTER,OPP,RUSH
2,2,38,1,10,74,0,UNDER CENTER,OPP,RUSH
2,2,0,2,9,75,1,SHOTGUN,OPP,RUSH
2,1,53,1,8,92,1,UNDER CENTER,OPP,RUSH
2,1,29,2,1,99,0,UNDER CENTER,OPP,RUSH
2,0,45,3,1,99,1,UNDER CENTER,OPP,RUSH
3,9,6,1,10,53,1,UNDER CENTER,OPP,RUSH
3,7,44,2,15,69,1,UNDER CENTER,OPP,RUSH
3,6,37,2,2,95,1,UNDER CENTER,OPP,RUSH
3,3,25,1,10,82,0,UNDER CENTER,OPP,RUSH
3,2,50,2,6,86,0,UNDER CENTER,OPP,RUSH
3,1,22,2,4,96,0,UNDER CENTER,OPP,RUSH
4,8,5,1,10,52,0,UNDER CENTER,OPP,RUSH
4,7,20,2,6,56,0,UNDER CENTER,OPP,RUSH
4,6,40,3,4,58,1,UNDER CENTER,OPP,RUSH
4,5,54,1,10,73,0,UNDER CENTER,OPP,RUSH
4,5,10,2,5,78,1,UNDER CENTER,OPP,RUSH
4,4,22,1,10,83,0,UNDER CENTER,OPP,RUSH
4,3,38,2,9,84,0,UNDER CENTER,OPP,RUSH
4,1,50,1,10,62,0,UNDER CENTER,OPP,RUSH
1,11,26,1,10,78,0,UNDER CENTER,OPP,RUSH
1,6,24,1,10,62,0,UNDER CENTER,OPP,RUSH
1,2,20,1,10,58,1,UNDER CENTER,OPP,RUSH
1,1,46,1,10,74,0,SHOTGUN,OPP,RUSH
2,12,7,1,10,72,0,UNDER CENTER,OPP,RUSH
2,10,11,1,10,82,0,UNDER CENTER,OPP,RUSH
3,8,39,2,1,56,1,UNDER CENTER,OPP,RUSH
3,7,29,2,1,79,0,UNDER CENTER,OPP,RUSH
3,6,50,3,1,79,1,UNDER CENTER,OPP,RUSH
3,5,35,2,7,84,0,SHOTGUN,OPP,RUSH
3,1,54,1,10,74,0,UNDER CENTER,OPP,RUSH
3,0,36,1,10,89,0,UNDER CENTER,OPP,RUSH
4,13,59,1,10,86,0,SHOTGUN,OPP,RUSH
4,13,21,2,3,93,0,UNDER CENTER,OPP,RUSH
4,8,27,1,10,51,0,UNDER CENTER,OPP,RUSH
4,1,12,3,6,50,0,UNDER CENTER,OPP,RUSH
1,14,10,1,10,84,0,SHOTGUN,OPP,RUSH
1,13,34,2,5,89,0,UNDER CENTER,OPP,RUSH
1,12,54,3,1,93,1,UNDER CENTER,OPP,RUSH
1,12,6,2,4,96,0,SHOTGUN,OPP,RUSH
1,8,25,2,10,50,1,SHOTGUN,OPP,RUSH
1,7,15,2,10,72,1,SHOTGUN,OPP,RUSH
1,6,45,1,10,82,0,UNDER CENTER,OPP,RUSH
1,3,52,1,10,80,0,UNDER CENTER,OPP,RUSH
1,3,29,2,5,85,0,NO HUDDLE SHOTGUN,OPP,RUSH
1,1,54,1,10,54,0,UNDER CENTER,OPP,RUSH
1,1,25,2,3,61,1,SHOTGUN,OPP,RUSH
1,0,17,1,10,80,0,SHOTGUN,OPP,RUSH
2,14,38,3,2,88,0,UNDER CENTER,OPP,RUSH
2,13,30,1,1,99,0,UNDER CENTER,OPP,RUSH
2,12,54,2,1,99,1,UNDER CENTER,OPP,RUSH
2,10,37,1,10,60,0,UNDER CENTER,OPP,RUSH
2,8,23,1,10,58,0,NO HUDDLE,OPP,RUSH
2,7,57,2,12,56,0,SHOTGUN,OPP,RUSH
2,4,38,2,17,56,0,SHOTGUN,OPP,RUSH
2,3,26,1,10,79,0,UNDER CENTER,OPP,RUSH
2,1,17,1,2,98,0,UNDER CENTER,OPP,RUSH
2,1,12,2,1,99,1,UNDER CENTER,OPP,RUSH
3,6,53,1,10,51,0,SHOTGUN,OPP,RUSH
3,5,46,1,10,68,1,SHOTGUN,OPP,RUSH
3,5,13,1,10,88,0,UNDER CENTER,OPP,RUSH
4,10,5,1,10,63,0,UNDER CENTER,OPP,RUSH
4,9,18,2,8,65,1,SHOTGUN,OPP,RUSH
4,8,43,1,10,79,0,UNDER CENTER,OPP,RUSH
4,7,59,2,5,84,1,UNDER CENTER,OPP,RUSH
4,7,17,1,10,90,1,UNDER CENTER,OPP,RUSH
1,11,24,2,8,81,0,UNDER CENTER,OPP,RUSH
1,10,8,1,7,93,0,UNDER CENTER,OPP,RUSH
1,9,22,2,6,94,0,SHOTGUN,OPP,RUSH
1,0,22,2,2,50,0,UNDER CENTER,OPP,RUSH
2,13,30,2,4,63,1,SHOTGUN,OPP,RUSH
2,12,1,2,7,78,0,SHOTGUN,OPP,RUSH
2,11,10,1,10,60,0,UNDER CENTER,OPP,RUSH
2,9,26,1,10,77,0,UNDER CENTER,OPP,RUSH
2,8,30,3,1,86,0,UNDER CENTER,OPP,RUSH
2,7,57,4,1,86,1,UNDER CENTER,OPP,RUSH
2,7,21,1,10,88,0,UNDER CENTER,OPP,RUSH
2,2,0,1,10,63,1,UNDER CENTER,OPP,RUSH
2,1,20,1,10,77,0,SHOTGUN,OPP,RUSH
3,0,4,1,10,87,0,UNDER CENTER,OPP,RUSH
4,11,48,2,1,58,0,UNDER CENTER,OPP,RUSH
4,11,12,1,10,67,0,UNDER CENTER,OPP,RUSH
4,10,1,2,2,75,1,SHOTGUN,OPP,RUSH
4,9,19,1,10,79,0,UNDER CENTER,OPP,RUSH
4,2,27,2,3,53,0,UNDER CENTER,OPP,RUSH
1,12,35,1,10,54,0,UNDER CENTER,OPP,RUSH
1,12,5,2,10,86,0,SHOTGUN,OPP,RUSH
1,8,36,2,1,58,1,NO HUDDLE,OPP,RUSH
1,7,57,1,10,62,0,UNDER CENTER,OPP,RUSH
2,10,49,1,10,54,0,UNDER CENTER,OPP,RUSH
2,5,34,1,10,52,1,UNDER CENTER,OPP,RUSH
2,2,56,2,3,83,1,UNDER CENTER,OPP,RUSH
2,1,26,2,4,50,1,NO HUDDLE SHOTGUN,OPP,RUSH
2,0,51,1,10,54,0,NO HUDDLE SHOTGUN,OPP,RUSH
3,13,27,1,10,52,0,UNDER CENTER,OPP,RUSH
3,7,31,1,10,51,0,NO HUDDLE SHOTGUN,OPP,RUSH
3,5,2,1,10,74,0,UNDER CENTER,OPP,RUSH
3,2,35,1,10,51,0,NO HUDDLE,OPP,RUSH
3,0,42,1,10,81,0,UNDER CENTER,OPP,RUSH
4,13,1,1,10,56,0,SHOTGUN,OPP,RUSH
4,12,4,1,10,87,0,UNDER CENTER,OPP,RUSH
4,5,55,1,9,91,1,UNDER CENTER,OPP,RUSH
4,2,56,1,10,77,0,NO HUDDLE SHOTGUN,OPP,RUSH
1,10,45,1,10,62,0,UNDER CENTER,OPP,RUSH
1,9,26,1,10,77,0,UNDER CENTER,OPP,RUSH
1,7,50,2,10,90,0,SHOTGUN,OPP,RUSH
2,14,16,1,10,55,0,NO HUDDLE SHOTGUN,OPP,RUSH
2,12,40,2,2,79,0,NO HUDDLE SHOTGUN,OPP,RUSH
2,11,54,4,1,80,0,UNDER CENTER,OPP,RUSH
2,8,11,2,6,51,0,UNDER CENTER,OPP,RUSH
2,6,18,2,10,60,1,SHOTGUN,OPP,RUSH
2,5,9,2,4,96,0,SHOTGUN,OPP,RUSH
2,0,21,1,1,99,1,UNDER CENTER,OPP,RUSH
3,4,15,1,10,74,0,SHOTGUN,OPP,RUSH
3,3,1,3,1,83,1,UNDER CENTER,OPP,RUSH
4,14,24,2,4,52,1,UNDER CENTER,OPP,RUSH
4,13,2,1,10,85,0,UNDER CENTER,OPP,RUSH
4,12,23,2,4,91,0,SHOTGUN,OPP,RUSH
4,8,50,1,8,92,0,NO HUDDLE SHOTGUN,OPP,RUSH
4,6,15,1,10,66,0,UNDER CENTER,OPP,RUSH
4,4,42,1,9,91,0,UNDER CENTER,OPP,RUSH
4,4,2,2,2,98,0,SHOTGUN,OPP,RUSH
4,3,22,3,1,99,1,UNDER CENTER,OPP,RUSH
1,12,15,1,10,58,0,SHOTGUN,OPP,RUSH
1,6,19,2,2,52,0,UNDER CENTER,OPP,RUSH
1,4,3,1,10,88,0,UNDER CENTER,OPP,RUSH
1,3,30,2,10,88,0,UNDER CENTER,OPP,RUSH
1,0,46,1,10,56,0,UNDER CENTER,OPP,RUSH
2,14,12,1,10,81,0,UNDER CENTER,OPP,RUSH
2,13,49,1,9,91,0,SHOTGUN,OPP,RUSH
2,13,9,2,3,97,1,UNDER CENTER,OPP,RUSH
2,5,39,2,10,68,0,SHOTGUN,OPP,RUSH
2,3,15,1,10,90,0,UNDER CENTER,OPP,RUSH
2,2,36,2,9,91,0,SHOTGUN,OPP,RUSH
2,2,0,3,3,97,0,SHOTGUN,OPP,RUSH
3,13,2,1,15,59,0,UNDER CENTER,OPP,RUSH
3,11,35,3,1,73,1,UNDER CENTER,OPP,RUSH
3,10,54,1,10,75,0,UNDER CENTER,OPP,RUSH
3,10,12,2,1,84,1,UNDER CENTER,OPP,RUSH
3,9,31,1,10,87,0,UNDER CENTER,OPP,RUSH
3,7,24,1,10,77,0,UNDER CENTER,OPP,RUSH
3,4,15,1,10,53,1,SHOTGUN,OPP,RUSH
3,3,39,1,10,80,0,SHOTGUN,OPP,RUSH
3,3,3,2,9,81,0,UNDER CENTER,OPP,RUSH
3,0,19,1,10,59,0,UNDER CENTER,OPP,RUSH
4,14,23,2,4,52,0,UNDER CENTER,OPP,RUSH
4,8,11,1,10,57,0,UNDER CENTER,OPP,RUSH
4,7,27,2,12,55,0,SHOTGUN,OPP,RUSH
4,5,55,1,10,70,0,UNDER CENTER,OPP,RUSH
4,5,12,2,1,79,0,UNDER CENTER,OPP,RUSH
4,4,31,3,1,79,1,UNDER CENTER,OPP,RUSH
4,3,51,1,10,81,0,UNDER CENTER,OPP,RUSH
4,3,5,2,5,86,0,UNDER CENTER,OPP,RUSH
1,14,33,1,10,84,0,UNDER CENTER,OPP,RUSH
1,13,51,2,2,92,1,SHOTGUN,OPP,RUSH
1,12,21,1,10,64,0,SHOTGUN,OPP,RUSH
1,9,18,2,9,63,0,SHOTGUN,OPP,RUSH
1,7,29,4,1,71,1,SHOTGUN,OPP,RUSH
2,13,12,1,10,52,0,UNDER CENTER,OPP,RUSH
2,11,56,1,10,67,0,UNDER CENTER,OPP,RUSH
2,10,36,1,10,80,1,SHOTGUN,OPP,RUSH
2,9,59,1,8,92,0,SHOTGUN,OPP,RUSH
2,8,49,1,7,93,0,SHOTGUN,OPP,RUSH
2,4,38,1,10,78,0,SHOTGUN,OPP,RUSH
2,3,25,1,1,99,1,UNDER CENTER,OPP,RUSH
3,5,15,2,10,50,0,UNDER CENTER,OPP,RUSH
3,0,26,1,10,60,0,SHOTGUN,OPP,RUSH
4,15,0,2,4,66,0,SHOTGUN,OPP,RUSH
4,14,21,3,1,69,1,SHOTGUN,OPP,RUSH
4,12,54,3,26,65,0,SHOTGUN,OPP,RUSH
4,9,42,2,9,84,0,SHOTGUN,OPP,RUSH
4,6,2,1,10,84,0,SHOTGUN,OPP,RUSH
1,14,5,1,10,52,0,UNDER CENTER,OPP,RUSH
1,11,53,2,10,62,0,SHOTGUN,OPP,RUSH
1,4,33,2,7,84,1,UNDER CENTER,OPP,RUSH
1,3,46,2,4,96,0,SHOTGUN,OPP,RUSH
2,11,29,2,3,63,0,SHOTGUN,OPP,RUSH
2,11,5,3,1,65,1,UNDER CENTER,OPP,RUSH
2,9,43,2,12,64,0,UNDER CENTER,OPP,RUSH
2,2,56,1,10,57,0,UNDER CENTER,OPP,RUSH
3,12,24,1,10,62,0,UNDER CENTER,OPP,RUSH
3,8,27,1,10,59,0,UNDER CENTER,OPP,RUSH
3,2,32,2,5,52,1,UNDER CENTER,OPP,RUSH
3,1,52,1,10,57,0,UNDER CENTER,OPP,RUSH
4,14,23,1,4,96,1,SHOTGUN,OPP,RUSH
4,13,7,1,10,69,0,SHOTGUN,OPP,RUSH
4,12,33,2,2,77,1,UNDER CENTER,OPP,RUSH
4,9,42,1,10,89,0,SHOTGUN,OPP,RUSH
4,9,0,2,5,94,0,SHOTGUN,OPP,RUSH
4,3,23,2,4,51,0,SHOTGUN,OPP,RUSH
4,0,34,1,10,70,0,SHOTGUN,OPP,RUSH
4,0,29,2,8,72,0,UNDER CENTER,OPP,RUSH
4,0,24,3,6,74,0,UNDER CENTER,OPP,RUSH
1,10,26,1,10,66,0,SHOTGUN,OPP,RUSH
1,9,51,2,5,71,0,SHOTGUN,OPP,RUSH
1,9,15,3,5,71,1,SHOTGUN,OPP,RUSH
1,8,45,1,10,77,0,SHOTGUN,OPP,RUSH
1,8,13,1,8,92,0,SHOTGUN,OPP,RUSH
1,7,37,2,7,93,1,SHOTGUN,OPP,RUSH
2,13,0,1,1,99,1,UNDER CENTER,OPP,RUSH
2,8,38,1,10,65,0,SHOTGUN,OPP,RUSH
2,4,30,2,1,65,1,SHOTGUN,OPP,RUSH
2,3,57,1,10,71,1,SHOTGUN,OPP,RUSH
2,3,18,1,10,83,0,UNDER CENTER,OPP,RUSH
2,2,39,2,5,88,0,SHOTGUN,OPP,RUSH
2,2,2,3,1,92,0,SHOTGUN,OPP,RUSH
3,13,8,1,10,79,0,UNDER CENTER,OPP,RUSH
3,8,39,2,5,60,0,NO HUDDLE SHOTGUN,OPP,RUSH
3,6,31,3,1,75,1,UNDER CENTER,OPP,RUSH
3,2,47,1,10,69,0,SHOTGUN,OPP,RUSH
3,2,18,2,3,76,1,SHOTGUN,OPP,RUSH
3,1,44,1,10,82,0,SHOTGUN,OPP,RUSH
3,1,7,2,3,89,1,SHOTGUN,OPP,RUSH
4,13,50,1,10,61,0,SHOTGUN,OPP,RUSH
4,12,41,3,5,66,1,SHOTGUN,OPP,RUSH
4,12,4,1,10,81,0,SHOTGUN,OPP,RUSH
4,11,29,2,8,83,0,SHOTGUN,OPP,RUSH
4,9,33,2,11,89,0,SHOTGUN,OPP,RUSH
4,4,50,2,10,65,0,UNDER CENTER,OPP,RUSH
4,3,7,4,1,51,0,SHOTGUN,OPP,RUSH
1,10,2,1,10,53,0,UNDER CENTER,OPP,RUSH
1,8,3,1,10,85,0,NO HUDDLE,OPP,RUSH
1,4,29,2,10,62,0,SHOTGUN,OPP,RUSH
1,3,42,3,3,69,1,SHOTGUN,OPP,RUSH
1,2,57,1,10,75,0,UNDER CENTER,OPP,RUSH
1,2,15,2,4,81,0,UNDER CENTER,OPP,RUSH
1,1,2,1,10,86,0,UNDER CENTER,OPP,RUSH
2,9,2,1,10,61,0,SHOTGUN,OPP,RUSH
2,8,23,2,4,67,1,SHOTGUN,OPP,RUSH
2,7,45,1,10,73,0,UNDER CENTER,OPP,RUSH
2,7,8,2,2,81,1,SHOTGUN,OPP,RUSH
2,6,33,1,10,90,0,UNDER CENTER,OPP,RUSH
2,1,49,1,10,75,0,SHOTGUN,OPP,RUSH
2,1,10,2,13,72,0,SHOTGUN,OPP,RUSH
4,13,44,1,10,82,0,UNDER CENTER,OPP,RUSH
